,Table 13,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13
5,Alaska,Total,,4,2,0,1,0,0,,,,,
6,,Cities,,4,2,0,1,0,0,,,,,
7,,,Anchorage,1,0,0,0,0,0,0,0,1,0,291992
8,,,Fairbanks,2,0,0,1,0,0,1,1,1,0,31635
9,,,Juneau,0,2,0,0,0,0,0,0,2,0,31922
10,,,Kotzebue,1,0,0,0,0,0,0,1,0,0,3273
11,Arizona,Total,,95,34,37,2,2,3,,,,,
12,,Cities,,93,33,37,2,2,3,,,,,
13,,,Avondale,1,0,0,0,0,0,,1,0,0,85204
14,,,Coolidge,2,0,0,0,0,0,0,0,0,2,12815
15,,,Flagstaff,1,0,1,0,0,0,0,2,0,0,72852
16,,,Gilbert,1,0,0,0,0,0,0,0,1,0,247463
17,,,Glendale,7,0,1,0,0,0,3,1,1,3,249799
18,,,Maricopa,1,0,0,0,0,0,0,1,0,0,48660
19,,,Mesa,2,0,1,0,0,0,2,1,0,0,504873
20,,,Page,2,0,1,0,0,0,1,1,1,0,7576
21,,,Peoria,1,0,0,0,0,0,0,1,0,0,170177
22,,,Phoenix3,59,24,25,1,1,2,35,26,18,27,1653080
23,,,Prescott,1,0,0,0,0,0,1,0,0,0,43172
24,,,Scottsdale,2,2,1,0,0,0,1,1,1,2,254961
25,,,St. Johns,0,1,0,0,0,0,0,0,1,0,3510
26,,,Surprise,1,2,0,0,0,0,0,1,2,0,136611
27,,,Tempe,0,1,0,0,0,0,1,0,0,0,188543
28,,,Tucson3,7,2,6,1,1,1,5,4,8,0,537392
29,,,Yuma,5,1,1,0,0,0,1,2,2,2,96121
30,,Universities and Colleges,,1,1,0,0,0,0,,,,,
31,,,University of Arizona,1,1,0,0,0,0,1,1,0,0,47648
32,,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
33,,,La Paz,1,0,0,0,0,0,0,0,0,1,
34,Arkansas,Total,,10,1,1,1,0,0,,,,,
35,,Cities,,8,1,1,1,0,0,,,,,
36,,,Benton,1,0,0,0,0,0,0,1,0,0,36556
37,,,Fort Smith,2,0,1,0,0,0,2,1,0,0,88290
38,,,Hot Springs,1,0,0,0,0,0,1,0,0,0,37006
39,,,Newport,1,0,0,0,0,0,0,0,0,1,7654
40,,,Rogers,2,0,0,0,0,0,0,1,1,0,68026
41,,,Sherwood,1,1,0,0,0,0,0,1,0,1,31284
42,,,Springdale,0,0,0,1,0,0,1,0,0,0,73496
43,,Metropolitan Counties,,1,0,0,0,0,0,,,,,
44,,,Pulaski,1,0,0,0,0,0,0,0,1,0,
45,,Nonmetropolitan Counties,,1,0,0,0,0,0,,,,,
46,,,Sevier,1,0,0,0,0,0,0,1,0,0,
47,California,Total,,596,199,239,7,4,20,,,,,
48,,Cities,,538,183,209,5,3,16,,,,,
49,,,Alameda,3,3,1,0,0,0,3,2,2,0,79951
50,,,Albany,2,1,1,0,0,0,2,0,0,2,20379
51,,,American Canyon,0,1,0,0,0,0,0,1,0,0,20339
52,,,Anaheim,0,0,2,0,0,0,1,0,1,0,354743
53,,,Antioch,1,1,0,0,0,0,0,1,0,1,112956
54,,,Apple Valley,1,0,0,0,0,0,1,0,0,0,73631
55,,,Arvin,1,0,0,0,0,0,0,0,1,0,21560
56,,,Azusa,3,0,0,0,0,0,0,1,1,1,50393
57,,,Bakersfield,3,6,1,0,0,0,6,2,2,0,385609
58,,,Baldwin Park,1,0,0,0,0,0,1,0,0,0,76541
59,,,Beaumont,1,0,0,0,0,0,0,1,0,0,48559
60,,,Bell,1,0,1,0,0,0,1,0,,1,35857
61,,,Bellflower,1,0,0,0,0,0,0,1,0,0,77937
62,,,Bell Gardens,1,0,0,0,0,0,1,0,0,0,42845
63,,,Berkeley,8,5,4,0,0,0,5,3,5,4,123735
64,,,Beverly Hills,2,3,0,0,0,0,0,1,2,2,34557
65,,,Brea,0,1,0,0,0,0,0,0,1,0,43279
66,,,Brentwood,3,0,0,0,0,0,0,3,0,0,64118
67,,,Buena Park,1,0,1,0,0,0,0,0,0,2,83336
68,,,Burbank,4,4,2,0,0,0,5,0,1,4,105041
69,,,Calabasas,0,2,0,0,0,0,0,1,1,0,24309
70,,,Calimesa,1,0,0,0,0,0,0,0,1,0,8953
71,,,Camarillo,2,0,0,0,0,0,1,1,0,0,68218
72,,,Capitola,0,0,1,0,0,0,1,0,0,0,10218
73,,,Carlsbad,4,2,0,0,0,0,3,1,2,0,116739
74,,,Carson,1,0,0,0,0,0,1,0,0,0,92895
75,,,Central Marin,1,0,0,0,0,0,1,0,0,0,35033
76,,,Chino Hills,1,0,0,0,0,0,1,0,0,0,81177
77,,,Chula Vista,1,1,0,0,0,0,0,0,1,1,274370
78,,,Citrus Heights,3,0,0,0,0,0,1,0,2,0,88603
79,,,Claremont,1,0,0,0,0,0,0,0,0,1,36178
80,,,Clayton,1,0,0,0,0,0,0,0,1,0,12330
81,,,Clearlake,2,0,0,0,0,0,1,0,1,0,15037
82,,,Clovis,0,0,0,0,0,1,1,0,0,0,111759
83,,,Commerce,0,0,1,0,0,0,0,1,0,0,12961
84,,,Compton,3,0,0,0,0,0,0,1,2,0,97775
85,,,Corning,0,0,1,0,0,0,1,0,0,0,7580
86,,,Corona,1,1,0,0,0,0,1,0,1,0,170041
87,,,Cupertino,0,1,1,0,0,0,1,0,0,1,61078
88,,,Cypress,2,0,0,0,0,0,0,2,0,0,49223
89,,,Daly City,1,0,0,0,0,0,0,0,1,0,107928
90,,,Davis,8,4,1,1,0,0,1,7,4,2,69486
91,,,Downey,0,0,1,0,0,0,0,1,0,0,113277
92,,,Eastvale,0,1,0,0,0,0,1,0,0,0,64642
93,,,El Cajon,3,0,1,0,0,0,1,0,2,1,104497
94,,,El Cerrito,1,1,0,0,0,0,0,2,0,0,25793
95,,,Elk Grove,2,0,2,0,0,0,0,1,3,0,174651
96,,,El Monte,5,0,0,0,0,0,2,2,1,0,116464
97,,,El Segundo,1,0,0,0,0,0,0,0,1,0,16881
98,,,Encinitas,0,3,0,0,0,0,2,0,0,1,63700
99,,,Escalon,1,0,0,0,0,0,0,0,0,1,7653
100,,,Escondido,2,0,0,0,0,0,1,1,0,0,153073
101,,,Eureka,0,0,1,0,0,0,0,1,0,0,27174
102,,,Fairfield,1,0,1,0,0,0,0,1,0,1,117883
103,,,Fillmore,0,0,1,0,0,0,0,0,1,0,15928
104,,,Folsom,1,0,0,0,0,0,1,0,0,0,78916
105,,,Fontana,1,0,0,0,0,0,0,0,1,0,213964
106,,,Fort Bragg,0,1,0,0,0,0,1,0,0,0,7317
107,,,Foster City,0,2,0,0,0,0,0,0,0,2,34993
108,,,Fountain Valley,0,0,1,0,0,0,1,0,0,0,56433
109,,,Fremont,6,0,0,0,0,0,4,1,1,0,238024
110,,,Fresno,19,3,5,0,0,0,5,0,8,14,531818
111,,,Galt,1,0,0,0,0,0,0,1,0,0,26548
112,,,Gardena,0,1,1,0,0,0,2,0,0,0,60423
113,,,Garden Grove,1,0,0,0,0,0,0,0,1,0,174661
114,,,Glendale,4,0,0,0,0,0,3,0,0,1,204724
115,,,Glendora,1,0,0,0,0,0,1,0,0,0,52727
116,,,Gridley,1,0,0,0,0,0,1,0,0,0,6612
117,,,Hawaiian Gardens,2,0,0,0,0,0,0,0,1,1,14474
118,,,Hawthorne,3,2,1,0,0,0,0,0,2,4,88372
119,,,Hayward,3,1,0,0,0,0,1,1,1,1,162881
120,,,Hemet,1,0,0,0,0,0,1,0,0,0,86047
121,,,Hesperia,1,0,0,0,0,0,0,1,0,0,95519
122,,,Huntington Beach,2,2,0,0,0,0,0,1,2,1,203428
123,,,Huntington Park,3,0,1,0,0,0,1,0,2,1,58922
124,,,Imperial Beach,1,0,0,0,0,0,0,0,0,1,27569
125,,,Inglewood,1,0,0,0,0,0,0,1,0,0,110726
126,,,Irvine,1,1,0,0,0,0,0,0,1,1,288052
127,,,Jurupa Valley,1,0,0,0,0,0,0,0,1,0,107605
128,,,Laguna Woods,0,0,1,0,0,0,0,0,1,0,16219
129,,,Lakeport,0,0,1,0,0,0,0,1,0,0,4763
130,,,La Mesa,1,0,0,0,0,0,1,0,0,0,60442
131,,,Lancaster,9,0,2,0,0,0,1,3,4,3,160818
132,,,Lawndale,1,0,0,0,0,0,0,0,0,1,33121
133,,,Livermore,3,2,1,0,0,0,1,3,1,1,91612
134,,,Lodi,1,1,0,0,0,0,0,0,1,1,66416
135,,,Long Beach,6,0,3,0,0,0,2,2,3,2,470445
136,,,Los Angeles3,136,63,74,0,0,10,45,78,89,70,4029741
137,,,Los Banos,0,0,1,0,0,0,1,0,0,0,39651
138,,,Lynwood,1,0,0,0,0,0,1,0,0,0,71315
139,,,Malibu,1,0,0,0,0,0,0,0,0,1,12911
140,,,Marysville,1,0,0,0,0,0,0,1,0,0,12459
141,,,Menifee,2,0,0,0,0,0,2,0,0,0,92540
142,,,Modesto,2,1,2,0,2,0,1,1,4,1,215822
143,,,Monterey,2,0,0,0,0,0,0,1,1,0,28744
144,,,Moreno Valley,1,0,0,0,0,0,1,0,0,0,209145
145,,,Morro Bay,0,0,1,0,0,0,,1,0,0,10692
146,,,Mountain View,1,0,0,0,0,0,0,0,1,0,82518
147,,,Newark,1,0,0,0,0,0,0,0,1,0,48276
148,,,Newport Beach,1,0,2,0,0,1,3,1,0,0,86276
149,,,Norwalk,3,0,0,0,0,0,0,0,2,1,106158
150,,,Oakland,3,5,5,1,0,1,3,3,5,4,430230
151,,,Oceanside,2,0,0,0,0,0,1,0,0,1,177464
152,,,Orange,2,0,0,0,0,0,1,1,0,0,141108
153,,,Oroville,1,0,0,0,0,0,0,0,1,0,19186
154,,,Oxnard,0,1,1,0,0,0,0,1,1,0,211737
155,,,Pacifica,0,1,2,0,0,0,0,0,2,1,39339
156,,,Palmdale,1,0,0,0,0,0,0,1,0,0,158177
157,,,Palm Springs,1,0,3,0,0,0,0,1,1,2,48644
158,,,Palo Alto,2,2,1,0,0,0,2,3,0,0,67560
159,,,Paramount,1,0,1,0,0,0,0,1,1,0,55023
160,,,Parlier,1,0,0,0,0,0,0,1,0,0,15356
161,,,Pasadena,1,2,0,0,0,0,1,0,1,1,143448
162,,,Perris,1,0,0,0,0,0,1,0,0,0,79238
163,,,Petaluma,1,0,0,0,0,0,0,0,1,0,61289
164,,,Pinole,1,0,0,0,0,0,0,1,0,0,19509
165,,,Pittsburg,1,0,0,0,0,0,0,0,1,0,73462
166,,,Placentia,3,1,1,0,0,0,0,2,1,2,52324
167,,,Pleasanton,1,0,0,0,0,0,0,1,0,0,84992
168,,,Poway,0,1,0,0,0,0,0,0,0,1,50346
169,,,Rancho Cucamonga,2,0,0,0,0,0,0,0,0,2,179114
170,,,Rancho Santa Margarita,1,0,0,0,0,0,0,1,0,0,48918
171,,,Red Bluff,2,0,0,0,0,0,0,1,0,1,14315
172,,,Redding,9,0,0,0,0,0,1,3,3,2,92068
173,,,Redlands,1,0,0,0,0,0,0,0,1,0,71954
174,,,Redwood City,1,1,0,0,0,0,2,0,0,0,88161
175,,,Rialto,1,0,0,0,0,0,0,1,0,0,104173
176,,,Richmond,11,1,0,0,0,0,3,3,6,0,110982
177,,,Rio Vista,0,1,0,0,0,0,0,1,,0,9268
178,,,Ripon,1,0,0,0,0,0,0,0,1,0,15878
179,,,Riverside,9,1,0,0,0,0,0,2,5,3,331022
180,,,Roseville,5,0,0,0,0,0,2,1,2,0,137706
181,,,Sacramento,4,1,6,0,0,0,1,5,1,4,507037
182,,,Salinas,0,0,1,0,0,0,,0,0,1,158590
183,,,San Bernardino,4,0,0,0,0,0,1,3,0,0,217986
184,,,San Bruno,0,0,1,0,0,0,1,0,0,0,43621
185,,,San Clemente,1,0,1,0,0,0,0,0,2,0,65509
186,,,San Diego,20,8,12,0,0,0,10,11,8,11,1436495
187,,,San Dimas,0,1,0,0,0,0,1,0,0,0,34463
188,,,San Francisco,41,8,17,0,0,2,20,22,11,15,889282
189,,,San Gabriel,2,0,0,0,0,0,1,1,0,0,40637
190,,,San Jacinto,2,0,0,0,0,0,0,1,0,1,48830
191,,,San Jose,22,6,9,0,0,0,7,10,10,10,1047305
192,,,San Leandro,1,1,0,0,0,0,1,1,0,0,91359
193,,,San Luis Obispo,4,0,0,1,1,0,1,1,1,3,47885
194,,,San Marcos,1,0,0,0,0,0,0,1,0,0,98088
195,,,San Mateo,0,0,1,0,0,0,0,1,0,0,105839
196,,,San Pablo,0,1,0,0,0,0,0,1,0,0,31403
197,,,San Rafael,3,1,0,0,0,0,2,1,1,0,59254
198,,,San Ramon,0,1,0,0,0,0,1,0,0,0,76569
199,,,Santa Ana,6,6,1,0,0,0,1,2,8,2,335403
200,,,Santa Barbara,2,0,0,0,0,0,2,0,0,0,92630
201,,,Santa Clarita,0,0,1,0,0,0,0,0,0,1,216589
202,,,Santa Cruz3,5,2,3,0,0,0,2,4,1,2,65680
203,,,Santa Maria,1,0,0,0,0,0,0,1,0,0,108100
204,,,Santa Monica,1,0,0,0,0,0,0,0,1,0,92674
205,,,Santa Rosa,2,1,3,0,0,0,0,1,3,2,176325
206,,,Santee,1,0,0,0,0,0,0,0,0,1,58781
207,,,Scotts Valley,0,0,1,0,0,0,0,1,0,0,11998
208,,,Seaside,1,0,0,0,0,0,0,0,0,1,34303
209,,,Simi Valley,4,2,1,0,0,0,1,2,2,2,127222
210,,,South Gate,1,0,0,0,0,0,0,1,0,0,95570
211,,,South Lake Tahoe,0,2,3,0,0,0,,3,2,0,22060
212,,,South Pasadena,1,0,0,0,0,0,1,0,0,0,25924
213,,,Stockton,2,1,1,0,0,0,0,2,1,1,313158
214,,,Sunnyvale,2,2,0,0,0,0,0,1,0,3,155637
215,,,Thousand Oaks,1,0,0,0,0,0,1,0,0,0,129319
216,,,Torrance,0,0,2,0,0,0,1,1,0,0,146968
217,,,Tracy,0,0,2,0,0,0,1,0,0,1,91988
218,,,Turlock,1,0,1,0,0,0,0,1,1,0,74267
219,,,Union City,1,0,0,0,0,0,0,0,0,1,76198
220,,,Upland,2,0,0,0,0,0,0,1,1,0,77453
221,,,Vallejo,1,0,0,0,0,0,0,1,0,0,122974
222,,,Ventura,4,0,0,0,0,0,2,0,0,2,111272
223,,,Victorville,3,0,0,2,0,0,0,2,1,2,123343
224,,,Vista,0,0,1,0,0,0,0,0,1,0,102742
225,,,Walnut Creek,1,0,0,0,0,0,0,1,0,0,70587
226,,,West Covina,3,0,0,0,0,0,1,1,0,1,107806
227,,,West Hollywood,6,1,4,0,0,1,3,5,4,0,37478
228,,,Williams,0,0,1,0,0,0,1,0,0,0,5380
229,,,Yucaipa,1,0,0,0,0,0,0,1,0,0,54001
230,,,Yucca Valley,1,0,0,0,0,0,0,1,0,0,21895
231,,Universities and Colleges,,7,5,6,0,1,1,,,,,
232,,,California State University:,,,,,,,,,,,
233,,,Fresno,1,0,0,0,0,0,1,0,0,0,26380
234,,,Northridge,1,2,1,0,0,0,0,1,1,2,41909
235,,,Foothill-De Anza College,0,0,0,0,0,1,1,0,0,0,63210
236,,,Humboldt State University,1,1,0,0,1,0,0,0,0,3,9171
237,,,San Francisco State University,0,1,1,0,0,0,0,0,1,1,33036
238,,,State Center Community College District,0,0,1,0,0,0,0,1,,0,60065
239,,,University of California:,,,,,,,,,,,
240,,,Davis,0,0,1,0,0,0,0,1,0,0,38778
241,,,Los Angeles,1,1,1,0,0,0,1,1,0,1,46298
242,,,San Diego,3,0,0,0,0,0,0,0,2,1,36785
243,,,Santa Barbara,0,0,1,0,0,0,0,0,0,1,25833
244,,Metropolitan Counties,,40,11,21,2,0,2,,,,,
245,,,El Dorado,1,0,0,0,0,0,0,0,1,0,
246,,,Fresno,1,0,0,0,0,0,0,0,1,0,
247,,,Imperial,1,0,0,0,0,0,0,1,0,0,
248,,,Kern,3,1,0,0,0,0,1,2,1,0,
249,,,Los Angeles,9,1,7,0,0,2,5,7,5,2,
250,,,Monterey,0,0,1,0,0,0,1,0,0,0,
251,,,Napa,1,0,0,0,0,0,0,1,0,0,
252,,,Orange,1,0,0,0,0,0,1,0,0,0,
253,,,Riverside,2,0,1,0,0,0,0,1,2,0,
254,,,Sacramento,3,1,0,0,0,0,2,2,0,0,
255,,,San Bernardino,1,0,0,0,0,0,0,1,0,0,
256,,,San Diego,2,1,3,0,0,0,0,4,0,2,
257,,,San Mateo,1,0,1,1,0,0,2,0,1,0,
258,,,Santa Clara,2,2,2,1,0,0,2,0,4,1,
259,,,Santa Cruz,6,5,2,0,0,0,3,3,4,3,
260,,,Solano,3,0,2,0,0,0,2,2,,1,
261,,,Ventura,0,0,1,0,0,0,1,0,0,0,
262,,,Yuba,3,0,1,0,0,0,2,1,1,0,
263,,Nonmetropolitan Counties,,4,0,0,0,0,0,,,,,
264,,,Calaveras,1,0,0,0,0,0,0,1,0,0,
265,,,Lassen,1,0,0,0,0,0,0,0,1,0,
266,,,Mendocino,2,0,0,0,0,0,2,0,0,0,
267,,Other Agencies,,7,0,3,0,0,1,,,,,
268,,,California State Fair,0,0,0,0,0,1,0,0,1,0,
269,,,Los Angeles Transportation Services Bureau,2,0,1,0,0,0,0,1,1,1,
270,,,Port of San Diego Harbor,2,0,1,0,0,0,0,2,1,,
271,,,San Francisco Bay Area Rapid Transit:  ,,,,,,,,,,,
272,,,Alameda County,1,0,0,0,0,0,0,1,0,0,
273,,,Contra Costa County,0,0,1,0,0,0,0,0,1,0,
274,,,Santa Clara Transit District,1,0,0,0,0,0,1,0,0,0,
275,,,Twin Rivers Unified School District,1,0,0,0,0,0,0,1,0,0,
276,Colorado,Total,,78,16,24,2,0,3,,,,,
277,,Cities,,55,10,15,1,0,3,,,,,
278,,,Aurora,8,2,0,0,0,0,2,4,2,2,324276
279,,,Boulder,2,0,0,0,0,0,1,0,0,1,108380
280,,,Brighton3,2,0,2,0,0,0,0,0,1,2,40696
281,,,Canon City,2,0,0,0,0,0,0,2,0,0,16557
282,,,Centennial,2,1,2,0,0,0,2,1,1,1,111646
283,,,Colorado Springs,7,3,0,0,0,0,1,4,2,3,471124
284,,,Commerce City,1,0,0,0,0,0,0,1,0,0,57474
285,,,Denver3,15,3,8,1,0,3,4,12,8,5,720745
286,,,Fort Collins,4,0,1,0,0,0,2,2,0,1,168163
287,,,Golden,0,0,1,0,0,0,0,0,0,1,20768
288,,,Grand Junction,2,0,0,0,0,0,1,1,0,0,62974
289,,,Lafayette,1,0,1,0,0,0,1,1,0,0,28914
290,,,Lone Tree,1,0,0,0,0,0,0,0,1,0,13933
291,,,Longmont,2,0,0,0,0,0,0,1,0,1,95217
292,,,Louisville,1,0,0,0,0,0,0,0,0,1,21545
293,,,Rifle,2,0,0,0,0,0,0,1,1,0,9711
294,,,Silverthorne,0,1,0,0,0,0,0,0,1,0,4775
295,,,Sterling,1,0,0,0,0,0,0,0,0,1,13928
296,,,Trinidad,1,0,0,0,0,0,1,0,0,0,7947
297,,,Woodland Park,1,0,0,0,0,0,0,1,0,0,7709
298,,Universities and Colleges,,2,2,4,0,0,0,,,,,
299,,,Auraria Higher Education Center4,1,0,0,0,0,0,0,0,1,0,
300,,,"Colorado State University, Fort Collins",1,2,0,0,0,0,0,3,0,0,36966
301,,,University of Colorado:,,,,,,,,,,,
302,,,Boulder,0,0,2,0,0,0,0,0,2,0,37921
303,,,Colorado Springs,0,0,2,0,0,0,0,0,2,0,16743
304,,Metropolitan Counties,,16,2,3,1,0,0,,,,,
305,,,Adams,1,0,0,0,0,0,1,0,0,0,
306,,,Arapahoe,5,1,1,0,0,0,1,1,0,5,
307,,,Boulder,1,0,0,0,0,0,0,0,1,0,
308,,,El Paso,2,1,0,0,0,0,1,2,0,0,
309,,,Jefferson,3,0,0,1,0,0,1,2,1,0,
310,,,Larimer,4,0,1,0,0,0,2,1,1,1,
311,,,Mesa,0,0,1,0,0,0,0,0,1,0,
312,,Nonmetropolitan Counties,,5,2,2,0,0,0,,,,,
313,,,Archuleta,0,0,1,0,0,0,0,0,0,1,
314,,,Custer,0,0,1,0,0,0,0,1,0,0,
315,,,Logan,0,1,0,0,0,0,0,0,1,0,
316,,,Montezuma,1,0,0,0,0,0,0,0,1,0,
317,,,Summit,3,1,0,0,0,0,2,1,0,1,
318,,,Washington,1,0,0,0,0,0,0,0,1,0,
319,Connecticut,Total,,54,13,12,1,1,0,,,,,
320,,Cities,,51,10,9,1,1,0,,,,,
321,,,Berlin,1,0,0,0,0,0,0,1,0,0,20593
322,,,Bethel,0,0,0,1,0,0,0,0,0,1,19974
323,,,Bridgeport,4,0,0,0,0,0,,1,1,2,146819
324,,,Bristol,1,0,0,0,0,0,0,0,0,1,60184
325,,,Danbury,2,0,1,0,0,0,2,0,1,0,85818
326,,,East Hartford,1,0,0,0,0,0,0,1,0,0,50184
327,,,Fairfield,1,1,0,0,0,0,0,0,1,1,62452
328,,,Glastonbury,2,1,1,0,0,0,0,2,1,1,34593
329,,,Groton,0,1,0,0,0,0,0,0,1,0,9051
330,,,Guilford,1,0,0,0,0,0,0,0,0,1,22268
331,,,Middletown,4,0,0,0,0,0,0,1,1,2,46314
332,,,New Haven,5,2,0,0,0,0,1,2,3,1,131181
333,,,New Milford,1,0,0,0,0,0,0,0,1,0,26956
334,,,Norwalk,1,1,0,0,0,0,0,0,0,2,89442
335,,,Norwich,6,0,0,0,1,0,2,0,4,1,39318
336,,,Old Saybrook,5,0,0,0,0,0,2,2,0,1,10117
337,,,Orange,1,0,0,0,0,0,0,0,0,1,14002
338,,,Putnam,1,0,0,0,0,0,0,1,0,0,9325
339,,,Ridgefield,1,0,0,0,0,0,0,1,0,0,25260
340,,,Rocky Hill,1,1,0,0,0,0,0,1,0,1,20163
341,,,Southington,1,0,1,0,0,0,0,0,2,0,43960
342,,,South Windsor,0,0,1,0,0,0,0,1,0,0,25968
343,,,Stamford,4,2,2,0,0,0,1,1,2,4,132007
344,,,Stratford,1,0,0,0,0,0,0,1,0,0,52472
345,,,Torrington,2,0,1,0,0,0,1,0,0,2,34286
346,,,Trumbull,0,1,0,0,0,0,0,0,0,1,36167
347,,,Vernon,0,0,1,0,0,0,0,0,0,1,29304
348,,,Waterbury,2,0,0,0,0,0,0,2,0,0,108378
349,,,Willimantic,0,0,1,0,0,0,0,1,0,0,17691
350,,,Windsor,1,0,0,0,0,0,0,1,0,0,28867
351,,,Woodbridge,1,0,0,0,0,0,0,1,0,0,8832
352,,Universities and Colleges,,1,0,0,0,0,0,,,,,
353,,,Southern Connecticut State University,1,0,0,0,0,0,0,0,1,0,11978
354,,State Police Agencies,,1,3,3,0,0,0,,,,,
355,,,Connecticut State Police,1,3,3,0,0,0,4,0,2,1,
356,,Tribal Agencies,,1,0,0,0,0,0,,,,,
357,,,Mashantucket Pequot Tribal,1,0,0,0,0,0,0,0,1,0,
358,Delaware,Total,,13,1,2,0,0,0,,,,,
359,,Cities,,5,0,0,0,0,0,,,,,
360,,,Dover,1,0,0,0,0,0,0,1,0,0,37778
361,,,Felton,1,0,0,0,0,0,0,0,1,0,1414
362,,,Newark,1,0,0,0,0,0,0,1,0,0,34207
363,,,Seaford,1,0,0,0,0,0,1,0,0,0,7876
364,,,Wilmington,1,0,0,0,0,0,0,1,0,0,71157
365,,Universities and Colleges,,4,0,0,0,0,0,,,,,
366,,,Delaware State University,1,0,0,0,0,0,1,0,0,0,5162
367,,,University of Delaware,3,0,0,0,0,0,1,0,1,1,24855
368,,Metropolitan Counties,,3,0,2,0,0,0,,,,,
369,,,New Castle County Police Department,3,0,2,0,0,0,1,2,0,2,
370,,State Police Agencies,,1,1,0,0,0,0,,,,,
371,,,State Police:,,,,,,,,,,,
372,,,Kent County,1,0,0,0,0,0,0,0,0,1,
373,,,New Castle County,0,1,0,0,0,0,1,0,0,0,
374,District of Columbia,Total,,99,12,68,0,1,33,,,,,
375,,Cities,,88,12,60,0,1,33,,,,,
376,,,Washington,88,12,60,0,1,33,32,49,58,55,702455
377,,Other Agencies,,11,0,8,0,0,0,,,,,
378,,,Metro Transit Police,11,0,8,0,0,0,2,5,6,6,
379,Florida,Total,,71,29,35,1,0,5,,,,,
380,,Cities,,39,22,26,0,0,4,,,,,
381,,,Boca Raton,1,1,0,0,0,0,2,0,0,0,100162
382,,,Cape Coral,1,0,0,0,0,0,0,0,0,1,187869
383,,,Coral Gables,0,1,0,0,0,0,0,1,0,0,51716
384,,,Davie,2,1,0,0,0,0,0,2,1,,107120
